Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
Elk distribution in South Coastal BC,elk-distribution-in-south-coastal-bc,Geographic,d9ce3f7c-54f1-425f-a4f6-16a2effab8f7,521b87d0-306a-412e-bcab-8ea9f41ec539,"Fish, Wildlife and Habitat Management",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Elk distribution in South Coastal BC,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Elk distribution in South Coastal BC,04c0083d-4af9-4d2c-bac3-559ff05cc49e,Data,REG_LAND_AND_NATURAL_RESOURCE.ELD_DIST_SOUTH_BC_LINE
Goat Winter Ranges - Garibaldi Park,goat-winter-ranges-garibaldi-park,Geographic,b269d780-c385-48a3-a00e-3ea74226f55e,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Ungulate goat winter ranges in Garibaldi Park.,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Goat Winter Ranges - Garibaldi Park,1acfea15-a664-423a-8c0d-815077e1df63,Data,REG_LAND_AND_NATURAL_RESOURCE.GOAT_RANGES_GARIBALDI_POLY
Watersheds accessible by Marbled Murrelets,watersheds-accessible-by-marbled-murrelets,Geographic,d80c0882-1d0e-40d9-a1b4-f997d800caa0,521b87d0-306a-412e-bcab-8ea9f41ec539,"Fish, Wildlife and Habitat Management",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Watersheds accessible by Marbled Murrelets,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Watersheds accessible by Marbled Murrelets,74572dfb-cfc2-4e45-a820-372ef27b8946,Data,REG_LAND_AND_NATURAL_RESOURCE.MAMU_WSHD_CC_POLY
Timber Harvesting Land Base - DCH,timber-harvesting-land-base-dch,Geographic,a4ff3e13-1cdf-4374-8ba9-e67fb304aff7,ac0d247a-edb7-4d72-9d3d-6181d2a0b696,Regional Operations - South Coast,Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,Land that is available and suitable for timber har,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Timber Harvesting Land Base - DCH,02f7ef9e-c0ab-4f85-8043-1d6967b365ac,Data,REG_LAND_AND_NATURAL_RESOURCE.TIMBER_HARVEST_LAND_DCH_POLY
FRBC Fish And Fish Habitat Inv Proj Areas 1998/99 SIR Lines,frbc-fish-and-fish-habitat-inv-proj-areas-1998-99-sir-lines,Geographic,c8420cf8-4657-46be-b283-e797d4ad5a4d,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,A line coverage of FRBC Funded Fish and Fish Habit,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,FRBC Fish And Fish Habitat Inv Proj Areas 1998/99 SIR Lines,be262f36-5730-4988-92fc-433ce72ea5a6,Data,REG_LAND_AND_NATURAL_RESOURCE.FISH_HAB_INV_1998_1999_LINE
Moose Management Areas - TFL38,moose-management-areas-tfl38,Geographic,873a2112-ef0f-47cb-930f-a476fffcc483,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Moose Management Zone and Moose Winter Range,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Moose Management Areas - TFL38,570c8f9d-1b63-4316-8d8b-14745259b898,Data,REG_LAND_AND_NATURAL_RESOURCE.MOOSE_MANAGEMENT_TFL38_POLY
"BC Water Polygons 1:6,000,000  (Digital Baseline Mapping)",bc-water-polygons-1-6-000-000-digital-baseline-mapping,Geographic,6da54694-2a03-400d-981d-7ae8c020fde0,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,"SDE Layer containing lakes, double line rivers and",completed,http://apps.gov.bc.ca/notice/edc/faq/,other,"BC Water Polygons 1:6,000,000  (Digital Baseline Mapping)",16a37654-b5d6-4763-9ce4-6966962cfd24,Data,WHSE_BASEMAPPING.BC_WATER_POLYS_5KM
Telegraph Trail - Kispiox FD - Skeena Region,telegraph-trail-kispiox-fd-skeena-region,Geographic,caff2818-5673-4265-a9b3-48594d9f3f13,290df0bb-e6f3-4d48-8457-d84cc9cf0add,Regional Operations - Skeena,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Portion of the Telegraph Trail for the Kispiox For,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Telegraph Trail - Kispiox FD - Skeena Region,adeaba94-d5c5-4d40-bf1d-4161f6f5de38,Data,REG_LAND_AND_NATURAL_RESOURCE.TELEGRAPH_TRAIL_DKI_SKE_LINE
"NTS BC Designated Area Points 1:250,000 - Digital Baseline Mapping (NTS)",nts-bc-designated-area-points-1-250-000-digital-baseline-mapping-nts,Geographic,d5f14ea5-6b75-4a43-8ed7-8cb6a3fc2c12,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,SDE layer containing the point symbols for designa,completed,http://test.apps.gov.bc.ca/notice/edc/faq/,other,"NTS BC Designated Area Points 1:250,000 - Digital Baseline Mapping (NTS)",d857a3d4-67c3-4c66-9c0e-b9bbf4b14f04,Data,WHSE_BASEMAPPING.NTS_BC_MANMADE_POINTS_125M
Enhanced Riparian Zones LRMP Lillooet Forest District - Polys,enhanced-riparian-zones-lrmp-lillooet-forest-district-polys,Geographic,06b9189a-8c68-4a22-b007-ae6b9156abc3,f473c4b8-03df-4cb3-a86a-168406eac22b,Regional Operations - Thompson Okanagan,Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-15,2016-02-03,Enhanced Riparian Zones within the Lillooet Forest,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Enhanced Riparian Zones LRMP Lillooet Forest District - Polys,9a289591-ab45-4018-b79f-60acae69d408,Data,REG_LAND_AND_NATURAL_RESOURCE.ENHANCED_RIP_ZONE_TLI_POLY
High Value Salmon Streams - Morice FD- Skeena Region,high-value-salmon-streams-morice-fd-skeena-region,Geographic,31d60286-3160-4b44-893e-6bd26f4b5e5b,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,High Value Salmon Streams in the Morice Forest Dis,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,High Value Salmon Streams - Morice FD- Skeena Region,260ee2e8-51ad-4d38-92ed-48cfc290b0aa,Data,REG_LAND_AND_NATURAL_RESOURCE.SALMON_STREAMS_DMO_SKE_LINE
Olympic Venues - Security Footprints,olympic-venues-security-footprints,Geographic,6d78f41e-f335-42ba-9dc7-091c48010e9e,aa44dd04-942c-436c-b062-32ca32314ad9,Vancouver Olympic Organizing Committee,Economy,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Olympic venues security fence lines for 2010 Winte,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Olympic Venues - Security Footprints,4be1d063-5a1c-4fc8-9033-6f05b3140621,Data,WHSE_IMAGERY_AND_BASE_MAPS.DRP_OLY_VEN_FENCE_LINES_SP
"Demographics, Income and Labour Summaries for BC Census Subdivisions",demographics-income-and-labour-summaries-for-bc-census-subdivisions,Geographic,e6741a80-172e-429a-8a40-a6a23a38b165,75466a48-d05a-4d3f-a542-b0246f6fb8fa,International Marketing,Economy,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,Statistics Canada __2011 Census of Population__ an,onGoing,"http://apps.gov.bc.ca/notice/edc/faq/, https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.ECON_CENSUS_SUBDIV_POP_NHS_SVW/ows?service=WMS&request=GetCapabilities","other, wms","Demographics, income and labour summaries for BC Census Subdivisions, WMS getCapabilities request","72d6b67a-d760-4d47-b1bf-7658cbd88a32, 8d0ef965-263a-43dd-8fe2-47be77fbe77d","Data, Data",WHSE_HUMAN_CULTURAL_ECONOMIC.ECON_CENSUS_SUBDIV_POP_NHS_SVW
FRBC Fish And Fish Habitat Inv Proj Areas 1997/98 SIR Lines,frbc-fish-and-fish-habitat-inv-proj-areas-1997-98-sir-lines,Geographic,69e6ecbb-cf87-48cb-bb56-218f305d38ca,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,A line coverage of FRBC Funded Fish and Fish Habit,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,FRBC Fish And Fish Habitat Inv Proj Areas 1997/98 SIR Lines,0f68195d-6d4d-4ccd-b0d8-7d64d0b93aba,Data,REG_LAND_AND_NATURAL_RESOURCE.FISH_HAB_INV_1997_1998_LINE
(7.5M) Provinces and States - The Atlas of Canada Base Maps for BC,7-5m-provinces-and-states-the-atlas-of-canada-base-maps-for-bc,Geographic,b9bd93e1-0226-4351-b943-05c6f80bd5da,d27b4d85-e3da-40e3-beeb-af5cda8a23e0,Canadian Wildlife Service,Service,Access Only,LOW-SENSITIVITY,Public,Government,2014-12-15,2016-02-03,"Limits of the Canada land mass, provincial and ter",onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,(7.5M) Provinces and States - The Atlas of Canada Base Maps for BC,5d367e0c-0f8e-419f-99c9-435ad38cb90c,Data,WHSE_BASEMAPPING.DBM_BC_7H_MIL_POLITICAL_POLY
Flood Profile Points - Lower Fraser River,flood-profile-points-lower-fraser-river,Geographic,d52ccaea-8266-4a88-a93b-ca730053a1a8,0a767a7d-761d-41d2-b2be-100472933042,Regional Operations,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Estimated river elevation levels during a 200-year,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=11620,other,Flood Profile Points - Lower Fraser River,1061bf83-1e2c-4da2-8720-a1f519ec08fe,Data,REG_LAND_AND_NATURAL_RESOURCE.WAT_FLOOD_FRASER_PRO_LOW_SVW
Northern Goshawk nesting suitability for Central Coast,northern-goshawk-nesting-suitability-for-central-coast,Geographic,faced7d8-b587-4638-8a1e-9ec64fea314d,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,habitat suitability polygons for Central Coast,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Northern Goshawk nesting suitability for Central Coast,b1b3cf0c-e5f9-43e5-a7ba-2afbd860e101,Data,REG_LAND_AND_NATURAL_RESOURCE.GOSHAWK_NEST_CC_POLY
Seabus Terminals,seabus-terminals,Geographic,e5fbf733-8a1c-48c1-a96a-d5d8a66b8873,c3ceb66d-36e6-48b7-a7d2-f731982213f4,TransLink,Transportation,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Seabus Terminals - translink from North Vancouver ,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Seabus Terminals,e994e1da-8b03-4e8b-8ae9-35ba20020c12,Data,WHSE_IMAGERY_AND_BASE_MAPS.DRP_SEABUS_TERMINALS_SP
Seedlot Geometry,seedlot-geometry,Geographic,adbe7ca4-2e8c-4ae8-ba55-4bebb69d229d,36ee73ba-9a70-419f-8411-6605359d8803,Tree Improvement,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,Seedlot point geometry is the spatial representati,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Seedlot Geometry,14f5279c-4609-486c-92ab-4388041357ee,Data,WHSE_FOREST_VEGETATION.SEED_SEEDLOT_POINT
RESULTS - Forest Cover (Polygons),results-forest-cover-polygons,Geographic,336d8868-1bc8-4066-9eae-d01aaf815284,25d7d485-f358-4612-8aff-71f6da701752,Resource Practices,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,DEPRECATED - The resource(s) that this record refe,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) RESULTS - Forest Cover (Polygons),4652eaf9-6016-4ff0-8b46-51fc1622aac8,Data,WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_POLY
"Island without grizzly bear presence for CIT, 20K, 2003",island-without-grizzly-bear-presence-for-cit-20k-2003,Geographic,f4c2d301-a40e-407c-9cdd-7254fe313bc0,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Large Islands of BC lacking Grizzly Bear presence,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,"Island without grizzly bear presence for CIT, 20K, 2003",b3aee72c-60e7-434a-88a9-45d034715927,Data,REG_LAND_AND_NATURAL_RESOURCE.GRIZZLY_ISLAND_CIT_POLY
Water Mgmt Plan Trepanier Landscape Unit Kamloops Region (AOI),water-mgmt-plan-trepanier-landscape-unit-kamloops-region-aoi,Geographic,a450481b-b480-43b7-88c9-12b5595767b4,f473c4b8-03df-4cb3-a86a-168406eac22b,Regional Operations - Thompson Okanagan,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,"Trepanier Landscape Unit Water Management Plan, Pl",completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Water Mgmt Plan Trepanier Landscape Unit Kamloops Region (AOI),9c8886f4-de4c-497e-9ccb-a324ec22e525,Data,REG_LEGAL_AND_ADMIN_BOUNDARIES.TREPANIER_LU_AOI_POLY
Moose Winter Range Capability Model SIR,moose-winter-range-capability-model-sir,Geographic,cf5c185f-9f58-448d-95e4-725fd0b43718,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,MOOSE WINTER RANGE CAPABILITY MODEL VERSION 1 FOR ,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Moose Winter Range Capability Model SIR,0d8b8d30-dbd7-4259-897c-8339af76baab,Data,REG_LAND_AND_NATURAL_RESOURCE.MOOSE_CAPABILITY_SIR_POLY
"Fire Maintained Ecosystem Restoration Plans - Scale: 1:20,000",fire-maintained-ecosystem-restoration-plans-scale-1-20-000,Geographic,9eb7a33e-a75b-439b-a5ef-6fc897a677ba,78d16981-8641-430b-b019-1a5e54ceb9bd,Fish and Wildlife Compensation Program,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,Fire maintained ecosystem restoration plans.  Mapp,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,"Fire Maintained Ecosystem Restoration Plans - Scale: 1:20,000",cfbad0f2-834a-4244-9d87-bd8da0bed8bc,Data,WHSE_REG_INTERIOR.CB_FIRE_MAINTAINED_ECOSYS_REST
Watershed Level Concerns Okanagan Shuswap TSA,watershed-level-concerns-okanagan-shuswap-tsa,Geographic,68006914-bef8-489c-b43f-d608a084adc3,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Watershed level concerns for the Okanagan Timber S,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Watershed Level Concerns Okanagan Shuswap TSA,89b83b80-43bd-4b76-81b4-b9c281d31443,Data,REG_LAND_AND_NATURAL_RESOURCE.WATERSHED_LEVEL_TOK_POLY
Harlequin Duck Habitat Suitability - DSQ,harlequin-duck-habitat-suitability-dsq,Geographic,d3d9533a-b290-46c2-8b6f-07d4458a232b,521b87d0-306a-412e-bcab-8ea9f41ec539,"Fish, Wildlife and Habitat Management",Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,Habitat Suitability for the Harlequin Duck in Squa,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Harlequin Duck Habitat Suitability - DSQ,154a4875-f10f-41c1-b3a6-df4328c5e4f7,Data,REG_LAND_AND_NATURAL_RESOURCE.HARLEQUIN_DUCK_DSQ_LINE
"NTS BC Landform Lines 1:250,000 - Digital Baseline Mapping (NTS)",nts-bc-landform-lines-1-250-000-digital-baseline-mapping-nts,Geographic,53400c83-bb1a-43b8-845f-8ff3df2f59fc,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,"SDE layer containing landforms such as cliffs, esk",completed,http://apps.gov.bc.ca/notice/edc/faq/,other,"NTS BC Landform Lines 1:250,000 - Digital Baseline Mapping (NTS)",37a9fa1f-0544-42c7-b7e6-50c6936d361c,Data,WHSE_BASEMAPPING.NTS_BC_LANDFORM_LINES_125M
Operability - Invermere TSA,operability-invermere-tsa,Geographic,aaa50331-875d-49d3-9c1d-0282fdf5b9d9,817d6b31-8e66-435a-955e-2b055f08317a,Regional Operations - Kootenay Boundary,Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,Operability for the Invermere TSA (din_op),onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Operability - Invermere TSA,2a63a062-d16e-4f5f-a505-9c3b9e85a5c8,Data,REG_LAND_AND_NATURAL_RESOURCE.OPERABILITY_TIN_POLY
"Sensitive Streams, Vancouver Island - Point",sensitive-streams-vancouver-island-point,Geographic,d9a35e94-6d15-4709-896d-bf62c37f5e40,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Streams designated as sensitive streams,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,"Sensitive Streams, Vancouver Island - Point",502c1ce1-5c8e-41cd-a0f7-1b2361be2da3,Data,REG_LAND_AND_NATURAL_RESOURCE.SENSITIV_STREAM_MAR00_VI_POINT
TANTALIS -  BC Assessment Authority Assessment Areas,tantalis-bc-assessment-authority-assessment-areas,Geographic,df47d97a-99eb-4a92-8527-a080a92e18c2,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Public,Government,2014-12-15,2016-02-03,TA_ASSESSMENT_AREAS_SVW contains the spatial repre,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=243617,other,TANTALIS -  BC Assessment Authority Assessment Areas,0ceb5f71-7076-4df5-9717-1193f28ada9f,Data,WHSE_TANTALIS.TA_ASSESSMENT_AREAS_SVW
Key Ecosystem Habitat South Okanagan-Similkameen SOSCP,key-ecosystem-habitat-south-okanagan-similkameen-soscp,Geographic,be7d9788-16c0-4b4c-a505-bd9e3499d708,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Key Ecosystem Habitat coverage for the South Okana,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Key Ecosystem Habitat South Okanagan-Similkameen SOSCP,a85dec31-0ba6-4f74-955d-c52aaaac5f03,Data,REG_LAND_AND_NATURAL_RESOURCE.KEY_ECOSYSTEM_HAB_SOSCP_POLY
Timber Harvest Land Base - Kispiox - Skeena Region,timber-harvest-land-base-kispiox-skeena-region,Geographic,b1adc386-b0eb-4f17-8de9-6b2f3ab51cb3,25d7d485-f358-4612-8aff-71f6da701752,Resource Practices,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,"Timber Harvest Land Base, Contributing (Full or Pa",onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Timber Harvest Land Base - Kispiox - Skeena Region,bdb1c576-997e-490b-b208-09a235fdea08,Data,REG_LAND_AND_NATURAL_RESOURCE.THLB_DKI_SKE_POLY
Income and labour summaries for BC Census Divisions,income-and-labour-summaries-for-bc-census-divisions,Geographic,14f516d2-cfcc-42b6-9c28-cd45d8fbddb5,75466a48-d05a-4d3f-a542-b0246f6fb8fa,International Marketing,Economy,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,ECON_CENSUS_DIV_POP_NHS_SVW represents Statistics ,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Income and labour summaries for BC Census Divisions,30461cb0-af8a-436d-b3c8-fea7c0ca5f5c,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.ECON_CENSUS_DIV_POP_NHS_SVW
Goat Habitat Suitability - Nass - Skeena Region,goat-habitat-suitability-nass-skeena-region,Geographic,5bcc73ea-5b75-4fc6-bc0b-ad67b5df0b49,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Mountain Goat Habitat Suitability from 1:20K fores,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Goat Habitat Suitability - Nass - Skeena Region,abd994ce-e619-4f73-81ba-f7e50285fa6b,Data,REG_LAND_AND_NATURAL_RESOURCE.GOAT_HAB_SUIT_NASS_SKE_POLY
New Rosewall Boundary,new-rosewall-boundary,Geographic,960ac96b-eb14-4d5c-9155-791a514fa4ae,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,Rosewall Landscape Unit Boundary,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,New Rosewall Boundary,c41abf03-8682-41b9-8d08-279d6de44639,Data,REG_LEGAL_AND_ADMIN_BOUNDARIES.NEW_LU_ROSEWALL_POLY
Parks Greater Vancouver Regional District,parks-greater-vancouver-regional-district,Geographic,972cbd6f-85ca-4836-8431-10a97a9d6ce2,ac0d247a-edb7-4d72-9d3d-6181d2a0b696,Regional Operations - South Coast,Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-02-03,"Parks, Hosptials, Schools, Cemetaries, Golf Course",onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Parks Greater Vancouver Regional District,2f10418a-dd93-4320-ae0c-d7b836a33ab0,Data,REG_LAND_AND_NATURAL_RESOURCE.GVRD_PARKS_VIC_POLY
Sensitive Stream Watersheds - Line,sensitive-stream-watersheds-line,Geographic,25c4d5f1-86f8-4d5a-8d8e-44530c0f79f8,34ebced4-a637-447c-88f5-3ab184f6ae82,Regional Operations - West Coast,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Sensitive streams watersheds,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Sensitive Stream Watersheds - Line,ddf8bc5d-f46f-4e39-b551-2e7ca00415a6,Data,REG_LAND_AND_NATURAL_RESOURCE.SENSITIV_STREAM_WSD_MAR00_LINE
"Closed areas for Grizzly hunting on Vancouver Island, 1995",closed-areas-for-grizzly-hunting-on-vancouver-island-1995,Geographic,3c6d9128-85f3-474a-99ee-6a1deaf9f6cb,521b87d0-306a-412e-bcab-8ea9f41ec539,"Fish, Wildlife and Habitat Management",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Areas on Vancouver Island considered closed to Gri,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,"Closed areas for Grizzly hunting on Vancouver Island, 1995",3574c857-eb2e-4c83-a60e-5b25310e76f7,Data,REG_LAND_AND_NATURAL_RESOURCE.GRIZ_HUNT_CLOSURE_VI_POLY
Dangerous Goods Zones (for 2010 Olympics),dangerous-goods-zones-for-2010-olympics,Geographic,3cb48056-06ae-4be0-9c58-e2f8bcee2ac8,09adae1d-d4f0-45d5-9429-f02a2e44614f,Vancouver 2010 Integrated Security Unit,Health and Safety,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2016-02-03,Restricted zones for transport of dangerous goods ,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Dangerous Goods Zones (for 2010 Olympics),e49b779b-d88c-428e-be93-32a237413e2d,Data,WHSE_IMAGERY_AND_BASE_MAPS.DRP_DANGEROUS_GOODS_ZONES_SP
Public  Recreation Sites - DSQ,public-recreation-sites-dsq,Geographic,0ce45064-0ed1-43b8-84fd-4edc58140b03,ac0d247a-edb7-4d72-9d3d-6181d2a0b696,Regional Operations - South Coast,Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2016-02-03,"Public recreation sites (campgrounds, viewpoints, ",onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Public  Recreation Sites - DSQ,ec7862df-c92c-4bd6-aa2e-878c51c568a1,Data,REG_HUMAN_CULTURAL_ECONOMIC.PUBLIC_RECREAT_SITES_DSQ_POINT
