Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
"Demographics, income and labour summaries for BC Census Subdivisions from Statistics Canada",demographics-income-and-labour-summaries-for-bc-census-subdivisions-from-statistics-canada,Geographic,c6d41ece-6bca-4a29-98f5-fc6793b8b864,75466a48-d05a-4d3f-a542-b0246f6fb8fa,"Ministry Of International Trade, International Marketing",Economy,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-01-28,Statistics Canada __2011 Census of Population__ an...,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Demographics,84c5daea-4f52-4b19-a902-5ba8f7f78cc4,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.ECON_CENSUS_SUBDIV_POP_NHS
Income and labour summaries for BC Census Divisions from Statistics Canada,income-and-labour-summaries-for-bc-census-divisions-from-statistics-canada,Geographic,a2f3f582-0535-4f43-8474-1a70b74396fd,75466a48-d05a-4d3f-a542-b0246f6fb8fa,"Ministry Of International Trade, International Marketing",Economy,Access Only,LOW-PUBLIC,Public,Named users,2014-12-15,2016-01-28,Statistics Canada __2011 Census of Population__ an...,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Income and labour summaries for BC Census Divisions from Statistics Canada,9fe27b8b-6c8e-4634-86e5-6d44c698205f,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.ECON_CENSUS_DIV_POP_NHS
Bedrock Geology,bedrock-geology,Geographic,ef8476ed-b02d-4f5c-b778-0d44c9126144,195dd739-2df9-4dc7-b5ab-1f6a71a3b50f,"Ministry Of Energy And Mines, BC Geological Survey",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2014-12-15,2016-01-18,Digital file containing a bedrock geology polygon ...,onGoing,"http://www.empr.gov.bc.ca/Mining/Geoscience/PublicationsCatalogue/DigitalGeologyMaps/Pages/default.aspx,",html,B.C. Digital Geology Maps (version 1.0 2005),8c528053-2cf7-4e5d-9106-3185708a4276,Data,WHSE_MINERAL_TENURE.GEOL_BEDROCK_UNIT_POLY_SVW
Bedrock Geology,bedrock-geology,Geographic,ef8476ed-b02d-4f5c-b778-0d44c9126144,195dd739-2df9-4dc7-b5ab-1f6a71a3b50f,"Ministry Of Energy And Mines, BC Geological Survey",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2014-12-15,2016-01-18,Digital file containing a bedrock geology polygon ...,onGoing,"http://www.empr.gov.bc.ca/Mining/Geoscience/BedrockMapping/Pages/BCGeoMap.aspx,", other, Current British Columbia Digital Geology Download, 5bd1f068-834d-47d2-a040-035d5b0b8470, Data,WHSE_MINERAL_TENURE.GEOL_BEDROCK_UNIT_POLY_SVW
Bedrock Geology,bedrock-geology,Geographic,ef8476ed-b02d-4f5c-b778-0d44c9126144,195dd739-2df9-4dc7-b5ab-1f6a71a3b50f,"Ministry Of Energy And Mines, BC Geological Survey",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2014-12-15,2016-01-18,Digital file containing a bedrock geology polygon ...,onGoing,https://catalogue.data.gov.bc.ca/dataset/ef8476ed-b02d-4f5c-b778-0d44c9126144/resource/31f6fbb1-fa5c-477e-b252-0ddfe4201f3f/download/bedrockgeology.xml, xml, bedrockgeology.xml, 31f6fbb1-fa5c-477e-b252-0ddfe4201f3f, Data,WHSE_MINERAL_TENURE.GEOL_BEDROCK_UNIT_POLY_SVW
(7.5M) National Parks - The Atlas of Canada Base Maps for BC,7-5m-national-parks-the-atlas-of-canada-base-maps-for-bc,Geographic,7a191ec9-4514-460f-bd25-45782c66aedc,d27b4d85-e3da-40e3-beeb-af5cda8a23e0,"Government Of Canada, Canadian Wildlife Service",Service,Access Only,LOW-SENSITIVITY,Public,Government,2014-12-15,2016-01-13,This spatial layer details polygon features that r...,onGoing,"http://apps.gov.bc.ca/notice/edc/faq/,",other,(7.5M) National Parks - The Atlas of Canada Base Maps for BC,ae69823d-ecc9-4771-b505-85eebddb8c88,Data,WHSE_BASEMAPPING.DBM_BC_7H_MIL_PARK_POLY
(7.5M) National Parks - The Atlas of Canada Base Maps for BC,7-5m-national-parks-the-atlas-of-canada-base-maps-for-bc,Geographic,7a191ec9-4514-460f-bd25-45782c66aedc,d27b4d85-e3da-40e3-beeb-af5cda8a23e0,"Government Of Canada, Canadian Wildlife Service",Service,Access Only,LOW-SENSITIVITY,Public,Government,2014-12-15,2016-01-13,This spatial layer details polygon features that r...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.DBM_BC_7H_MIL_PARK_POLY/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 4c133972-6d43-44d2-b6a8-e82d45561f8f, Data,WHSE_BASEMAPPING.DBM_BC_7H_MIL_PARK_POLY
Recreation Site Points,recreation-site-points,Geographic,e8d61dc7-7ae4-4842-b760-f7ce3867f896,83bd8754-9578-4ac0-82dd-17be053334ce,"Ministry Of Forests Lands And Natural Resource Operations, Recreation Sites and Trails BC",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-01-11,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) Recreation Site Points,0cb5f754-ae9d-473e-b542-29479dbe95ae,Data,WHSE_FOREST_TENURE.FTEN_REC_SITE_POINT
FTEN SPECIAL ACC ROAD POLY SP,ften-special-acc-road-poly-sp,Geographic,2dc531dd-1155-498c-ba98-6cd82762eacb,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-01-05,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) FTEN SPECIAL ACC ROAD POLY SP,10f73298-1848-4f48-b0a2-124000b02251,Data,WHSE_FOREST_TENURE.FTEN_SPECIAL_ACC_ROAD_POLY_SP
Forest Tenure Managed Licenses,forest-tenure-managed-licenses,Geographic,38dea3ed-c914-46ef-896b-eab3fc0a3fc0,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-01-05,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) Forest Tenure Managed Licenses,e9c00caf-5ac9-4d90-bf58-691a49736489,Data,WHSE_FOREST_TENURE.TEN_MANAGED_LICENCE
Forest Tenure Cut Permit Polygons,forest-tenure-cut-permit-polygons,Geographic,4876fb83-ce33-4cf8-9c13-7fdeb2f39cf6,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-01-05,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) Forest Tenure Cut Permit Polygons,c21f93a2-1489-435a-86dc-5940332416e8,Data,WHSE_FOREST_TENURE.FTEN_CUT_PERMIT_POLYGONS
Forest Tenure Timber Use Polygons,forest-tenure-timber-use-polygons,Geographic,4b2afa31-a0b9-488f-8f15-1d6117e0093e,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-01-05,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) Forest Tenure Timber Use Polygons,91acee74-5310-468e-bd7a-7bed96e99137,Data,WHSE_FOREST_TENURE.FTEN_TIMBER_USE_POLYGONS
Forest Tenure Chart Block (Interim spatial layer),forest-tenure-chart-block-interim-spatial-layer,Geographic,8c62ee5e-b945-4b0c-af1f-d39ef8027617,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-01-05,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) Forest Tenure Chart Block (Interim spatial layer),cd21df1e-46f4-4e0b-bfbe-943faae8079e,Data,WHSE_FOREST_TENURE.TEN_CHART
Forest Tenure Chart Block Polygons,forest-tenure-chart-block-polygons,Geographic,9d341916-d596-481c-b191-a0df41767c2f,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-01-05,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) Forest Tenure Chart Block Polygons,ed7743ec-44dc-4c1c-b6f8-eb10b28b8b65,Data,WHSE_FOREST_TENURE.FTEN_CHART_POLYGONS
Forest Tenure FTA Timber Sale Polygons,forest-tenure-fta-timber-sale-polygons,Geographic,beb5565d-7cd1-4a51-99c4-2984a0652ef8,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2016-01-05,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) Forest Tenure FTA Timber Sale Polygons,1bf6037c-1c7b-4e68-b0ac-b0153a6fa34e,Data,WHSE_FOREST_TENURE.FTEN_TIMBER_SALE_POLYGONS
Forest Tenure Road Lines,forest-tenure-road-lines,Geographic,bed9be0f-3590-415b-b130-d5bfa2938604,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-SENSITIVITY,Government,Government,2014-12-15,2016-01-05,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) Forest Tenure Road Lines,5cd05944-3617-47a4-b765-6d28facdbf6d,Data,WHSE_FOREST_TENURE.FTEN_ROAD_LINES
Recreational Scallop Fishery,recreational-scallop-fishery,Geographic,af125c73-ccf1-4b83-a4f5-ce733d777131,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-15,2016-01-04,Areas of marine recreational scallop fisheries in ...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=8063,other,Recreational Scallop Fishery,8cd8cb64-3c84-4027-ad3a-8b4e99cdfe20,Data,WHSE_WILDLIFE_MANAGEMENT.CRIMS_RECREATIONAL_SCALLOPS
First Nation Traditional Use Study Areas SIR,first-nation-traditional-use-study-areas-sir,Geographic,fffd3c24-c9a1-407c-93b3-db55fe992969,fa258521-2536-4693-8114-895e313c09d9,"Ministry Of Forests Lands And Natural Resource Operations, Archaeology",Economy,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,First Nation Traditional Use Study boundaries in t...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,First Nation Traditional Use Study Areas SIR,68e8cc24-f35d-40dc-9813-f55346ea60bb,Data,REG_HUMAN_CULTURAL_ECONOMIC.TRADITIONAL_USE_STUDY_SIR_POLY
Albion Ferry Terminals,albion-ferry-terminals,Geographic,ffef7c96-bbb2-4744-9a11-314498dde0bf,c3ceb66d-36e6-48b7-a7d2-f731982213f4,"Non Government, TransLink",Transportation,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,Albion Ferry Terminals (now replaced by Golden Ear...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Albion Ferry Terminals,167f0549-9a88-49a6-87b4-ecdc82a1f335,Data,WHSE_IMAGERY_AND_BASE_MAPS.DRP_ALBION_FERRY_TERMINALS_SP
Mule Deer Suitability Lillooet TSA Phase 1,mule-deer-suitability-lillooet-tsa-phase-1,Geographic,ffe5af59-1152-4cbf-a7c1-6afa85b0e1ac,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,Suitability Polygons for Mule Deer (version 1) - L...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Mule Deer Suitability Lillooet TSA Phase 1,1a3045ae-26e4-4403-99c9-ec8baf359843,Data,REG_LAND_AND_NATURAL_RESOURCE.MULE_DEER_SUIT1_TLI_POLY
COMMUNICATION CERTIFICATE OF PURCHASE (ILRR),communication-certificate-of-purchase-ilrr,Geographic,ff92dbf3-30c4-4a3c-a1f9-5519d2b2b421,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2015-12-22,Certificates of Purchase were the  historic mechan...,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,COMMUNICATION CERTIFICATE OF PURCHASE (ILRR),80f168f0-2122-40ab-92e4-c7d7337db7aa,Data,
Wetland and Riparian Habitat South Okanagan-Similkameen SOSCP,wetland-and-riparian-habitat-south-okanagan-similkameen-soscp,Geographic,ff7242b7-cfc8-4b9a-ba22-57d96fd6fed1,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,Wetland/Riparian Habitat coverage for the South Ok...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Wetland and Riparian Habitat South Okanagan-Similkameen SOSCP,0de1c70d-7062-4230-807d-568caadd41c5,Data,REG_LAND_AND_NATURAL_RESOURCE.WETLAND_RIPARIAN_SOSCP_POLY
INSTITUTIONAL OPERATING AGREEMENT (ILRR),institutional-operating-agreement-ilrr,Geographic,ff502c4f-9842-44e3-87f2-d49ecc5c1716,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,Operating Agreements are tenure providing for use ...,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,INSTITUTIONAL OPERATING AGREEMENT (ILRR),d564e526-9456-4e2d-b304-c985bca8693b,Data,
Elk Winter Range Southern Interior Region,elk-winter-range-southern-interior-region,Geographic,ff0f2a67-e5f6-4b29-a3cb-f715bd686d47,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,ELK WINTER RANGE CAPABILITY MODEL VERSION 1 FOR TH...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Elk Winter Range Southern Interior Region,1f7aae7c-3ec0-44cf-bb78-7a01c6718d83,Data,REG_LAND_AND_NATURAL_RESOURCE.ELK_WINTER_RANGE_SIR_POLY
Timber Harvesting Landbase Kamloops TSA,timber-harvesting-landbase-kamloops-tsa,Geographic,feb75d13-d170-4b62-86aa-13cae65fec9c,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,Timber Supply Review (TSRII) for the Kamloops Timb...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Timber Harvesting Landbase Kamloops TSA,ac09ff6d-5339-450e-8730-73f5e04d8280,Data,REG_LAND_AND_NATURAL_RESOURCE.TIMBER_HARVEST_LNDBSE_TKA_POLY
Ecosystem Units - a Union of Ecosection and Biogeoclass,ecosystem-units-a-union-of-ecosection-and-biogeoclass,Geographic,feb3cd6b-503c-431c-a3b1-106887879ddb,78d16981-8641-430b-b019-1a5e54ceb9bd,"Ministry Of Environment, Fish and Wildlife Compensation Program",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2015-12-22,Ecosystem units of the Columbia Basin. Ecosystem u...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Ecosystem Units - a Union of Ecosection and Biogeoclass,f61d47c5-f3eb-485a-b207-1eb930a7b45f,Data,WHSE_REG_INTERIOR.CB_ECOSYSTEM_UNITS
COMMERCIAL DEVELOPMENT AGREEMENT (ILRR),commercial-development-agreement-ilrr,Geographic,fe89683c-203e-4f24-ac23-cc838d6696e8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,A Development Agreement is a tenure providing for ...,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,COMMERCIAL DEVELOPMENT AGREEMENT (ILRR),702ad849-27dd-4f07-b588-e592d049b228,Data,
Shellfish Beach Culture Rating,shellfish-beach-culture-rating,Geographic,fe462878-34c6-4d72-a61e-f2de5bc95998,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-15,2015-12-22,Shellfish beach culture capability appraisal for p...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=8069,other,Shellfish Beach Culture Rating,f5dcfe12-8528-4d74-9ca5-041e1bae7aee,Data,WHSE_WILDLIFE_MANAGEMENT.CRIMS_SHELLFISH_BEACH_STUDIES
"Flood Control Points (pumpstation, floodbox) - Lower Mainland",flood-control-points-pumpstation-floodbox-lower-mainland,Geographic,fe120060-5a2a-48c1-a19a-3294b9f50ed4,8d9a302d-f309-4791-89e8-f3784188f5f4,"Ministry Of Environment, Environmental Management",Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2014-12-15,2015-12-22,Flood control points (pumpstation/floodbox/staff g...,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Flood Control Points (pumpstation,aed67758-3f65-4424-a1e6-038f8271ee56,Data,REG_IMAGERY_AND_BASE_MAPS.FLOOD_CONTROL_POINTS_LMR_POINT
Features Important to Tourism - Central Coast Land and Resource Management Plan (CCLRMP),features-important-to-tourism-central-coast-land-and-resource-management-plan-cclrmp,Geographic,fddf919f-9be2-42b3-84da-42014269aac6,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2015-12-22,DEPRECATED - The resource(s) that this record refe...,obsolete,http://apps.gov.bc.ca/notice/edc/faq/,other,(DEPRECATED) Features Important to Tourism - Central Coast Land and Resource Management Plan (CCLRMP),edeccc73-5b96-4a13-bbc2-d78a84cd72b4,Data,WHSE_REG_COAST.CCLRMP_TOURISM
"Streams with 1:5,000 conent.",streams-with-1-5-000-conent,Geographic,fd5f6515-58db-47a9-9848-1f195e1531ab,34ebced4-a637-447c-88f5-3ab184f6ae82,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - West Coast",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,"Water courses, 1:5,000 content...",onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Streams with 1:5,c64fee48-5326-4898-a537-c4d82403b057,Data,REG_IMAGERY_AND_BASE_MAPS.STREAMS_COWICHAN_LINE
TRIM Landcover Annotation,trim-landcover-annotation,Geographic,fd59fcc7-40e0-4595-a9b5-c69a51190d7e,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2015-12-22,Landcover -wooded area annotation. The TRIM progra...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,TRIM Landcover Annotation,b03cdc9a-34b0-4b90-b00f-a2290a0995d4,Data,WHSE_BASEMAPPING.TRIM_LAND_COVER_ANNO
"Low intensity areas for Vancouver Island, 20k 1996",low-intensity-areas-for-vancouver-island-20k-1996,Geographic,fc6cf6a6-0ee5-47ea-9268-999fa06e3e2d,34ebced4-a637-447c-88f5-3ab184f6ae82,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - West Coast",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,"Low intensity areas for Vancouver Island, 20k 1996...",onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,Low intensity areas for Vancouver Island,69d78ffc-84ba-43d8-9365-e3a6c0ad6645,Data,REG_LEGAL_AND_ADMIN_BOUNDARIES.LOW_INTENSITY_20K_1996_VI_POLY
TRIM Transportation Annotation,trim-transportation-annotation,Geographic,fc4e6f8a-139e-4c9a-b804-fd3afd06e8cc,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2015-12-22,Transportation annotation. The TRIM program produc...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,TRIM Transportation Annotation,06a4985a-9a33-4c2d-ad39-6eabe1604cb7,Data,WHSE_BASEMAPPING.TRIM_TRANSPORTATION_ANNO
Bathymetric Lakes for the Cariboo Region,bathymetric-lakes-for-the-cariboo-region,Geographic,fbfb9566-7951-4365-8231-ed8825d56d1a,76860945-f4dc-43da-a111-448438d2744f,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Cariboo",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2015-12-22,Bathymetric line work for water depth for various ...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Bathymetric Lakes for the Cariboo Region,a91a722b-b340-430c-9dd0-eda8f44abb0c,Data,REG_IMAGERY_AND_BASE_MAPS.BATHYMETRIC_LAKES_CAR_LINE
INSTITUTIONAL LEASE (ILRR),institutional-lease-ilrr,Geographic,fb91cae0-c023-4534-a6d5-f85f2677c8f4,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-15,2015-12-22,A Land Act Lease is issued where long term tenure ...,onGoing,http://apps.gov.bc.ca/notice/edc/faq/,other,INSTITUTIONAL LEASE (ILRR),c6670592-f8e7-431f-8db5-ca935f46dcae,Data,
"Coastline buffer for the CVRD, 50m",coastline-buffer-for-the-cvrd-50m,Geographic,fb73395f-f79d-47de-9538-ef1b08b451e0,34ebced4-a637-447c-88f5-3ab184f6ae82,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - West Coast",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-15,2015-12-22,Areas within direct vicinity of the high tide line...,completed,http://apps.gov.bc.ca/notice/edc/faq/,other,Coastline buffer for the CVRD,2c0e0f63-94d4-45b2-bc10-a41042110c5c,Data,REG_IMAGERY_AND_BASE_MAPS.COASTLINE_BUF_CVRD_20K_POLY
